X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30
-82.10599153,33.52358047,579,6365052,PK-05,325 McCormick Rd,Martinez,GA,30907-2603,325 McCormick Rd,Martinez,30907-2603,"Carroll, Kristen",kristen.carroll@ccboe.net,706.863.3220,706.868.2187,-82.105988,33.523574,2019,2018-19,636,Columbia County,5052,South Columbia Elementary School,Elementary School,452,19,41,13,5,37,37,22,0
-83.4376818,31.1547039,580,6370101,8-Jun,1601 N Elm St,Sparks,GA,31647-7910,1601 N Elm St,Sparks,31647-7910,"Meadows, Rusty",rmeadows@cook.k12.ga.us,229.549.5999,229.549.5986,-83.437678,31.154698,2019,2018-19,637,Cook County,101,Cook County Middle School,Middle School,724,13,53,16,4,25,40,21,11
-83.4345258,31.1540139,581,6370104,5-Mar,1512 N Elm St,Sparks,GA,31647-7907,1512 N Elm St,Sparks,31647-7907,"Hammock, Gabe",ghammock@cook.k12.ga.us,229.549.6250,229.549.6252,-83.434522,31.154008,2019,2018-19,637,Cook County,104,Cook Elementary School,Elementary School,730,15,48,15,2,27,44,23,4
-83.38358279,31.13355889,582,6370111,12-Sep,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,"McFee, Eric",ericmcfee@cook.k12.ga.us,229.896.2213, ,-83.383579,31.133553,2019,2018-19,637,Cook County,111,Cook High School,High School,861,13,60,17,2,23,47,20,8
-83.4085358,31.1665699,583,6370196,PK-02,1531 Patterson St,Adel,GA,31620-4035,1531 Patterson St,Adel,31620-4035,"Folsom, Leslie",lfolsom@cook.k12.ga.us,229.549.7713,229.549.8312,-83.408532,31.166564,2019,2018-19,637,Cook County,196,Cook Primary School,Elementary School,645,17,59,17,3,31,29,29,9
-84.69262828,33.46663536,584,6380101,PK-05,4840 Highway 29 N,Newnan,GA,30265-1407,4840 Highway 29 N,Newnan,30265-1407,"Durrance, Julie", ,770.463.5903,770.463.5937,-84.692624,33.466629,2019,2018-19,638,Coweta County,101,Arbor Springs Elementary,Elementary School,435,8,32,14,9,28,41,16,6
-84.64879226,33.36183934,585,6380103,PK-05,430 Willis Rd,Sharpsburg,GA,30277-2386,430 Willis Rd,Sharpsburg,30277-2386,"Whetstone, Jennifer",jennifer.whetstone@cowetaschools.org,770.304.7995,770.304.7999,-84.648788,33.361833,2019,2018-19,638,Coweta County,103,Willis Road Elementary,Elementary School,724,10,49,17,0,16,57,25,2
-84.65131626,33.36180234,586,6380106,8-Jun,370 Willis Rd,Sharpsburg,GA,30277-2389,370 Willis Rd,Sharpsburg,30277-2389,"Bennett, Cindy", ,770.251.1547,..,-84.651312,33.361796,2019,2018-19,638,Coweta County,106,Lee Middle School,Middle School,935,11,55,15,7,22,46,26,0
-84.7894293,33.49365537,587,6380115,PK-05,35 Genesee Pt,Newnan,GA,30263-6337,35 Genesee Pt,Newnan,30263-6337,"Andrew, Jillian",jillian.andrew@cowetaschools.net,770.683.0013, ,-84.789425,33.493649,2019,2018-19,638,Coweta County,115,Brooks Elementary,Elementary School,679,9,44,15,0,25,48,25,2
-84.70189428,33.39514435,588,6380189,PK-05,770 Lora Smith Rd,Newnan,GA,30265-1781,770 Lora Smith Rd,Newnan,30265-1781,"Clarke, Andrew", ,770.254.2860,770.304.5927,-84.70189,33.395138,2019,2018-19,638,Coweta County,189,White Oak Elementary School,Elementary School,659,15,42,15,0,33,38,29,0
-84.64845226,33.46475536,589,6380191,PK-05,200 Pete Rd,Sharpsburg,GA,30277-3279,200 Pete Rd,Sharpsburg,30277-3279,"Robinson, Betty",betty.robinson@cowetaschools.org,770.463.8010,770.463.8012,-84.648448,33.464749,2019,2018-19,638,Coweta County,191,Canongate Elementary School,Elementary School,576,9,39,17,0,28,39,31,3
-84.74886029,33.37649334,590,6380192,PK-05,1267 Lower Fayetteville Rd,Newnan,GA,30265-1134,1267 Lower Fayetteville Rd,Newnan,30265-1134,"Lassetter, Terri",terri.lassetter@cowetaschools.org,770.254.2872,770.304.5921,-84.748856,33.376487,2019,2018-19,638,Coweta County,192,Newnan Crossing Elementary School,Elementary School,812,20,55,17,0,24,46,29,2
-84.77211129,33.39986835,591,6380195,PK-05,154 Millard Farmer Ind Blvd,Newnan,GA,30263-1090,154 Millard Farmer Ind Blvd,Newnan,30263-1090,"Dye, Sean",sean.dye@cowetaschools.org,770.254.2771,770.254.2775,-84.772107,33.399862,2019,2018-19,638,Coweta County,195,Jefferson Parkway Elementary School,Elementary School,444,25,40,14,0,30,58,13,0
-84.66604927,33.46821236,592,6380196,12-Sep,3220 Fischer Rd,Newnan,GA,30265-1530,3220 Fischer Rd,Newnan,30265-1530,"Harrison, Bill", ,770.463.5585,770.463.4982,-84.666045,33.468206,2019,2018-19,638,Coweta County,196,Northgate High School,High School,1791,8,102,16,1,21,42,33,3
-84.69004927,33.34269234,593,6380199,PK-05,2925 Poplar Rd,Sharpsburg,GA,30277-2587,2925 Poplar Rd,Sharpsburg,30277-2587,"Goodwin, Lesley Reed",lesley.goodwin@cowetaschools.org,770.254.2740,770.304.5926,-84.690045,33.342686,2019,2018-19,638,Coweta County,199,Poplar Road Elementary School,Elementary School,584,16,42,15,2,24,48,26,0
-84.71384728,33.36210534,594,6380201,PK-05,240 Mary Freeman Rd,Newnan,GA,30265-1601,240 Mary Freeman Rd,Newnan,30265-1601,"Smith, Janice", ,770.254.2597,..,-84.713843,33.362099,2019,2018-19,638,Coweta County,201,Welch Elementary School,Elementary School,760,18,55,15,2,24,55,20,0
-84.8278163,33.23406231,595,6380203,PK-05,5725 Highway 29,Grantville,GA,30220-2140,5725 Highway 29,Grantville,30220-2140,"Curtis, Yovandra",yovandra.curtis@cowetaschools.net,770.583.2873,770.254.2807,-84.827812,33.234056,2019,2018-19,638,Coweta County,203,Glanton Elementary,Elementary School,275,13,28,14,4,36,39,21,0
-84.59825824,33.30430533,596,6380289,8-Jun,6291 Highway 16,Senoia,GA,30276-1754,6291 Highway 16,Senoia,30276-1754,"Hallam, Jeannette", ,770.599.6607,770.599.1051,-84.598254,33.304299,2019,2018-19,638,Coweta County,289,East Coweta Middle School,Middle School,754,12,44,13,5,27,57,11,0
-84.66822327,33.40856735,597,6380295,PK-05,3530 Highway 34 E,Sharpsburg,GA,30277-3549,3530 Highway 34 E,Sharpsburg,30277-3549,"Crosby, Letitia", ,770.254.2751,770.304.5924,-84.668219,33.408561,2019,2018-19,638,Coweta County,295,Thomas Crossroads Elementary School,Elementary School,382,15,29,18,0,21,45,28,7
-84.75996729,33.43774835,598,6380299,8-Jun,240 Edgeworth Rd,Newnan,GA,30263-6918,240 Edgeworth Rd,Newnan,30263-6918,"Johnson, Lorraine",lorraine.johnson@cowetaschools.org,770.254.2744,770.304.5928,-84.759963,33.437742,2019,2018-19,638,Coweta County,299,Madras Middle School,Middle School,1115,8,63,12,6,35,44,14,0
-84.84559531,33.36192833,599,6380301,8-Jun,965 Smokey Rd,Newnan,GA,30263-3072,965 Smokey Rd,Newnan,30263-3072,"Triplett, Keafer", ,770.254.2840,770.304.59,-84.845591,33.361922,2019,2018-19,638,Coweta County,301,Smokey Road Middle School,Middle School,689,15,43,14,5,42,26,26,2
-84.65772626,33.34672734,600,6380389,12-Sep,400 Highway 154,Sharpsburg,GA,30277-2317,400 Sharpsburg-McCollum Rd.,Sharpsburg,30277-2317,"Allen, Steve", ,770.254.2850,770.254.2857,-84.657722,33.346721,2019,2018-19,638,Coweta County,389,East Coweta High School,High School,3194,11,162,13,6,27,51,17,0
-84.70223428,33.39267935,601,6380395,8-Jun,700 Lora Smith Rd,Newnan,GA,30265-1781,700 Lora Smith Rd,Newnan,30265-1781,"Sullivan, Patrick", ,770.254.2765,770.254.2770,-84.70223,33.392673,2019,2018-19,638,Coweta County,395,Arnall Middle School,Middle School,927,15,62,13,7,29,48,15,2
-84.87385533,33.43806135,602,6381050,PK-05,2449 Highway 16 W,Newnan,GA,30263-3710,2449 Highway 16 W,Newnan,30263-3710,"Hughes, Monica",vickie.vaughan@cowetaschools.org,770.254.2830,770.304.5916,-84.873851,33.438055,2019,2018-19,638,Coweta County,1050,Arnco-Sargent Elementary School,Elementary School,357,13,32,14,0,44,41,16,0
-84.81695731,33.37307934,603,6381054,PK-05,57 Sunset Ln,Newnan,GA,30263-2836,57 Sunset Ln,Newnan,30263-2836,"Corley, Aaron", ,770.254.2895,770.304.5923,-84.816953,33.373073,2019,2018-19,638,Coweta County,1054,Ruth Hill Elementary School,Elementary School,374,16,36,11,3,50,36,11,0
-84.81967931,33.39023334,604,6381056,8-Jun,41 Evans Dr,Newnan,GA,30263-1207,41 Evans Dr,Newnan,30263-1207,"Harris, Vera", ,770.254.2780,770.254.2783,-84.819675,33.390227,2019,2018-19,638,Coweta County,1056,Evans Middle School,Middle School,794,15,52,13,6,37,37,17,4
-84.7998403,33.36697934,605,6382050,PK-05,14 Nimmons St,Newnan,GA,30263-2610,14 Nimmons St,Newnan,30263-2610,"Tarleton, Benjamin",ben.tarleton@cowetaschools.org,770.254.2835,770.304.5917,-84.799836,33.366973,2019,2018-19,638,Coweta County,2050,Atkinson Elementary School,Elementary School,400,15,30,13,3,40,37,20,0
-84.57952123,33.26410032,606,6382052,PK-05,1225 Eastside School Rd,Senoia,GA,30276-3232,1225 Eastside School Rd,Senoia,30276-3232,"Munson, Leigh",leigh.munson@cowetaschools.org,770.599.6621,770.599.8530,-84.579517,33.264094,2019,2018-19,638,Coweta County,2052,Eastside Elementary School,Elementary School,473,15,35,19,0,17,37,43,3
-84.7966853,33.42353135,607,6382056,PK-05,720 Country Club Rd,Newnan,GA,30263-5548,720 Country Club Rd,Newnan,30263-5548,"Ballou, Dana Duffey",dana.ballou@cowetaschools.org,770.254.2890,770.304.5922,-84.796681,33.423525,2019,2018-19,638,Coweta County,2056,Northside Elementary School,Elementary School,387,11,29,15,3,24,45,28,0
-84.8075793,33.38364334,608,6383052,PK-05,46 Elm St,Newnan,GA,30263-1540,46 Elm St,Newnan,30263-1540,"Hildebrand, Christi",christi.hildebrand@cowetaschools.org,770.254.2865,770.304.5918,-84.807575,33.383637,2019,2018-19,638,Coweta County,3052,Elm Street Elementary School,Elementary School,487,14,33,14,6,24,49,21,0
-84.76877029,33.28447132,609,6383054,PK-05,145 Railroad St,Moreland,GA,30259-2351,145 Railroad St,Moreland,30259-2351,"Perry, Melanie", ,770.254.2875,770.304.5920,-84.768766,33.284465,2019,2018-19,638,Coweta County,3054,Moreland Elementary School,Elementary School,456,13,36,13,0,50,33,17,0
-84.8109813,33.36468534,610,6385054,12-Sep,190 Lagrange St,Newnan,GA,30263-2947,190 Lagrange St,Newnan,30263-2947,"Puckett, Chase", ,770.254.2880,770.254.2797,-84.810977,33.364679,2019,2018-19,638,Coweta County,5054,Newnan High School,High School,2313,13,130,13,6,34,42,17,1
-84.88916033,33.39038534,611,6385056,PK-05,1730 Welcome Rd,Newnan,GA,30263-4459,1730 Welcome Rd,Newnan,30263-4459,"Franks, Jan Cox", ,770.254.2790,770.304.5925,-84.889156,33.390379,2019,2018-19,638,Coweta County,5056,Western Elementary School,Elementary School,384,19,35,13,9,37,34,20,0
-84.00725204,32.72822623,612,6390192,PK-05,191 Lowe Rd,Roberta,GA,31078-4823,P.O. Box 308,Roberta,31078-4823,"Raines, Paris Lee",paris.raines@crawfordschools.org,478.836.3171,478.836.9228,-84.007248,32.72822,2019,2018-19,639,Crawford County,192,Crawford County Elementary School,Elementary School,756,13,46,18,0,24,28,41,7
-84.00488104,32.72042123,613,6390193,12-Sep,400 E Agency St,Roberta,GA,31078-4930,400 E Agency St,Roberta,31078-4930,"Campbell, Michael S.",ed.mashburn@crawfordschools.org,478.836.3126,4788364853,-84.004877,32.720415,2019,2018-19,639,Crawford County,193,Crawford County High School,High School,476,14,34,16,0,32,35,24,9
-84.00764904,32.73123623,614,6390202,8-Jun,401 Lowe Rd,Roberta,GA,31078-4899,P.O. Box 335,Roberta,31078,"Chafin, Chadwick",chad.chafin@crawfordschools.org,478.836.3181,478.836.3795,-84.007645,32.73123,2019,2018-19,639,Crawford County,202,Crawford County Middle School,Middle School,413,14,31,16,0,32,32,26,10
-83.75221793,31.92355006,615,6400115,KK-03,327 Old Hatley Rd,Cordele,GA,31015,327 Old Hatley Rd,Cordele,31015,"Warren, Monica",mwarren@crispschools.org,229.276.3450, ,-83.752214,31.923544,2019,2018-19,640,Crisp County,115,Crisp County Primary School,Elementary School,1115,13,85,15,6,33,28,28,5
-83.75103893,31.94420306,616,6400196,12-Sep,2402 Cougar Aly,Cordele,GA,31015-2097,PO Box 729,Cordele,31010,"Sowell, Russell", ,229.276.3430,229.276.3430,-83.751035,31.944197,2019,2018-19,640,Crisp County,196,Crisp County High School,High School,1076,12,61,13,12,34,31,18,5
-83.76339493,31.95397606,617,6400197,8-Jun,1116 E 24th Ave,Cordele,GA,31015-2070,PO Box 729,Cordele,31010,"Abercrombie, Jennifer",jabercrombie@crispschoos.org,229.276.3460,229.276.3466,-83.763391,31.95397,2019,2018-19,640,Crisp County,197,Crisp County Middle School,Middle School,891,13,59,14,3,41,29,24,3
-83.79655094,31.95417906,618,6402052,5-Apr,1001 W 24th Ave,Cordele,GA,31015-2700,PO Box 729,Cordele,31010,"Abercrombie, Jennifer", ,229.276.3420,229.276.3421,-83.796547,31.954173,2019,2018-19,640,Crisp County,2052,Crisp County Elementary School,Elementary School,635,12,37,12,8,43,30,16,3
-83.77013794,31.95440006,619,6405050,PK-PK,802 E 24th Ave,Cordele,GA,31015-2105,PO Box 729,Cordele,31010,"Forrester, Andrea Bickhaus",aforrester@crispschools.org,229.276.3410,229.276.3410,-83.770134,31.954394,2019,2018-19,640,Crisp County,5050,Crisp County Pre-K,Elementary School,,,13,10,15,39,23,23,0
-85.51196959,34.87368463,620,6410101,PK-05,306 Wolverine Dr,Trenton,GA,30752-2405,306 Wolverine Dr,Trenton,30752-2405,"Blevins, Tracy",tracyblevins@dadecs.org,706.657.8253,706.657.8433,-85.511965,34.873678,2019,2018-19,641,Dade County,101,Dade Elementary School,Elementary School,697,9,52,16,4,23,37,31,6
-85.50692359,34.85995963,621,6410195,12-Sep,300 Tradition Ln,Trenton,GA,30752-2667,300 Tradition Ln,Trenton,30752-2667,"Fahrney, James",jamesfahrney@dadecs.org,706.657.7517,706.657.4854,-85.506919,34.859953,2019,2018-19,641,Dade County,195,Dade County High School,High School,605,9,45,14,2,40,33,16,7
-85.5488716,34.88536663,622,6410275,PK-05,5491 Highway 301,Trenton,GA,30752-5361,5491 Highway 301,Trenton,30752-5361,"Ingle, Josh", ,706.657.6300,706.657.7932,-85.548867,34.88536,2019,2018-19,641,Dade County,275,Davis Elementary School,Elementary School,248,14,22,15,0,32,41,27,0
-85.51857659,34.87244663,623,6410295,8-Jun,250 Pace Dr,Trenton,GA,30752-2412,250 Pace Dr,Trenton,30752-2412,"Spivey, Sandra",sandraspivey@dadecs.org,706.657.6491,706.657.3055,-85.518572,34.87244,2019,2018-19,641,Dade County,295,Dade Middle School,Middle School,495,8,37,15,3,30,43,19,5
-84.01575513,34.36769758,624,6420103,PK-05,1063 Kilough Church Rd,Dawsonville,GA,30534-6939,1063 Kilough Church Rd,Dawsonville,30534-6939,"Conowal, Teresa",tconowal@dawson.k12.ga.us,706.216.8595,706.216.7424,-84.015751,34.367691,2019,2018-19,642,Dawson County,103,Kilough Elementary School,Elementary School,365,14,28,18,0,21,32,46,0
-84.11552716,34.35453957,625,6420106,7-Jun,5126 Highway 9 S,Dawsonville,GA,30534-6023,5126 Highway 9 S,Dawsonville,30534-6023,"Sagona, Randi",jdarnell@dawson.k12.ga.us,706.216.4849,706.216.4849,-84.115523,34.354533,2019,2018-19,642,Dawson County,106,Dawson County Middle School,Middle School,542,11,37,14,3,43,32,19,3
-84.11325216,34.42013659,626,6420109,9-Aug,332 Highway 9 N,Dawsonville,GA,30534,332 Highway 9 N,Dawsonville,30534,"Stovall, Connie",cstovall@dawson.k12.ga.us,706.265.3246, ,-84.113248,34.42013,2019,2018-19,642,Dawson County,109,Dawson County Junior High,Middle School,576,9,37,17,0,27,43,22,8
-84.11917116,34.35351257,627,6420111,PK-05,370 Dawson Forest Rd E,Dawsonville,GA,30534,370 Dawson Forest Rd E,Dawsonville,30534,"Maroney, Adam",adam.maroney@dawson.k12.ga.us,706.265.3246, ,-84.119167,34.353506,2019,2018-19,642,Dawson County,111,Riverview Elementary School,Elementary School,338,13,35,13,0,49,31,20,0
-84.10456016,34.42101559,628,6420189,PK-05,1150 Perimeter Rd,Dawsonville,GA,30534-4311,1150 Perimeter Rd,Dawsonville,30534-4311,"Arnette, Page",parnette@dawson.k12.ga.us,706.265.6544,706.265.4017,-84.104556,34.421009,2019,2018-19,642,Dawson County,189,Robinson Elementary School,Elementary School,565,11,37,16,3,27,41,30,0
-84.10374116,34.41416259,629,6420198,12-Oct,1665 Perimeter Rd,Dawsonville,GA,30534-4328,P.O. Box 129,Dawsonville,30534,"Hughes, Brody",bhughes@dawson.k12.ga.us,706.265.6555,706.265.3936,-84.103737,34.414156,2019,2018-19,642,Dawson County,198,Dawson County High School,High School,790,10,59,19,2,19,31,37,12
-84.08255915,34.35270857,630,6420199,KK-05,1860 Dawson Forest Rd E,Dawsonville,GA,30534-6711,1860 Dawson Forest Rd E,Dawsonville,30534-6711,"Kinney, Cindy",ckinney@dawson.k12.ga.us,706.216.3300,706.216.6822,-84.082555,34.352702,2019,2018-19,642,Dawson County,199,Black's Mill Elementary School,Elementary School,299,15,25,14,0,40,28,28,4
-84.61534213,30.93241281,631,6430105,PK-04,915 Zorn Rd,Bainbridge,GA,39817-6708,915 Zorn Rd,Bainbridge,39817-6708,"Ard, Jamie",jard@dcboe.com,229.248.2821,229.248.2820,-84.615338,30.932407,2019,2018-19,643,Decatur County,105,West Bainbridge Elementary School,Elementary School,553,16,42,16,0,38,29,19,14
-84.55651712,30.8984018,632,6430116,12-Jun,1301 E College St,Bainbridge,GA,39819-4878,1301 E College St,Bainbridge,39819-4878,"Austin, Letitia", ,229.243.6827, ,-84.556513,30.898396,2019,2018-19,643,Decatur County,116,New Beginning Learning Center,High School,96,145,2,24,0,0,50,50,0
-84.57404012,30.8998298,633,6430191,PK-04,725 Potter St,Bainbridge,GA,39819-4535,725 Potter St,Bainbridge,39819-4535,"Wilkinson, Jennifer",jwilkinson@dcboe.com,229.248.2253,229.248.2995,-84.574036,30.899824,2019,2018-19,643,Decatur County,191,Potter Street Elementary School,Elementary School,318,26,30,11,3,57,23,13,3
-84.55651712,30.8984018,634,6432050,8-Jul,1301 E College St,Bainbridge,GA,39819-4878,1301 E. College Street,Bainbridge,39819,"Maxwell, Charles Heith", ,229.248.2206,229.248.2270,-84.556513,30.898396,2019,2018-19,643,Decatur County,2050,Bainbridge Middle School,Middle School,696,13,51,14,6,35,26,28,6
-84.55886412,30.9090198,635,6432052,6-May,1201 Martin Luther King Jr Dr,Bainbridge,GA,39817-3815,1201 Martin Luther King Jr Dr,Bainbridge,39817-3815,"Gardner, Crycynthia",cgardner@dcboe.com,229.248.2224,229.243.5303,-84.55886,30.909014,2019,2018-19,643,Decatur County,2052,Hutto Middle School,Middle School,774,11,54,11,7,50,22,15,6
-84.48109109,30.8859528,636,6433050,12-Sep,1 Bearcat Blvd,Bainbridge,GA,39819-7917,1 Bearcat Boulevard,Bainbridge,39819,"Mathews, Roy",rmathews@dcboe.com,229.248.2230,229.248.2260,-84.481087,30.885947,2019,2018-19,643,Decatur County,3050,Bainbridge High School,High School,1411,10,87,17,2,28,29,31,10
-84.57584112,30.8840118,637,6433052,PK-04,1947 S West St,Bainbridge,GA,39819-4941,1947 S West St,Bainbridge,39819-4941,"Wade, Kaycee", ,229.248.2215,229.248.2272,-84.575837,30.884006,2019,2018-19,643,Decatur County,3052,John Johnson Elementary School,Elementary School,333,17,29,16,0,35,28,31,7
-84.55510811,30.9048938,638,6434052,PK-04,1400 E Broughton St,Bainbridge,GA,39817-4204,1400 E Broughton St,Bainbridge,39817-4204,"Clark, Larry J",lclark@dcboe.com,229.248.2218,229.248.2265,-84.555104,30.904888,2019,2018-19,643,Decatur County,4052,Jones-Wheat Elementary School,Elementary School,604,18,40,16,0,20,53,23,5
-84.22656515,33.66674142,639,6440100,PK-05,3981 McGill Dr,Decatur,GA,30034-5823,3981 McGill Dr,Decatur,30034-5823,"Watkins, Lisa",lisa_f_watkins@dekalbschoolsga.org,678.676.9202,678.676.9210,-84.226561,33.666735,2019,2018-19,644,DeKalb County,100,Narvie Harris Elementary School,Elementary School,711,2,49,13,2,43,35,16,4
-84.11133112,33.78808245,640,6440102,PK-05,440 Wicksbury Way,Stone Mountain,GA,30087-4769,440 Wicksbury Way,Stone Mountain,30087-4769,"Sumler-Faison, Jermain",jermain_e_sumler-faison@dekalbschoolsga.org,678.676.5002,678.676.5010,-84.111327,33.788076,2019,2018-19,644,DeKalb County,102,Wynbrooke Elementary School,Elementary School,747,3,52,17,2,23,37,35,4
-84.19867614,33.66102342,641,6440103,12-Sep,3991 Snapfinger Rd,Lithonia,GA,30038-3648,3991 Snapfinger Rd,Lithonia,30038-3648,"Harvey, Ennis",ennis_harvey@dekalbschoolsga.og,678.874.5402,678.874.5410,-84.198672,33.661017,2019,2018-19,644,DeKalb County,103,"Martin Luther King, Jr. High School",High School,1532,25,91,10,6,55,29,8,3
-84.14909713,33.70992844,642,6440105,12-Sep,2645 Dekalb Medical Pkwy,Lithonia,GA,30058-4990,2645 Dekalb Medical Pkwy,Lithonia,30058-4990,"Searcy, Latashia",latashia_searcy@dekalbschoolsga.org,678.875.1102,678.875.1110,-84.149093,33.709922,2019,2018-19,644,DeKalb County,105,Miller Grove High School,High School,1317,25,84,13,6,39,30,19,6
-84.16016613,33.65916742,643,6440107,PK-05,4603 Evans Mill Rd,Lithonia,GA,30038-4033,4603 Evans Mill Rd,Lithonia,30038-4033,"Clayton, Taijuan",taijuan_clayton@dekalbschoolsga.org,678.875.3202,..,-84.160162,33.659161,2019,2018-19,644,DeKalb County,107,Flat Rock Elementary School,Elementary School,977,41,66,11,12,39,30,17,2
-84.11474212,33.76147345,644,6440108,PK-05,1301 S Deshon Rd,Lithonia,GA,30058-6032,1301 S Deshon Rd,Lithonia,30058-6032,"Hairston, Angela",angela_b_hairston@dekalbschoolsga.org,678.875.3002, ,-84.114738,33.761467,2019,2018-19,644,DeKalb County,108,Princeton Elementary School,Elementary School,740,31,51,11,10,55,8,26,2
-84.23272916,33.75152144,645,6440113,KK-08,1402 Austin Dr,Decatur,GA,30032-3838,1402 Austin Dr,Decatur,30032-3838,"Estes, Christopher",christopher_estes@dekalbschoolsga.org,404.492.5061, ,-84.232725,33.751515,2019,2018-19,644,DeKalb County,113,DeKalb Preparatory Academy Charter,Elementary School,519,5,32,7,16,53,25,6,0
-84.29483817,33.67612342,646,6440172,12-Sep,2360 River Rd,Ellenwood,GA,30294-1128,2360 River Rd,Ellenwood,30294-1128,"Spears, Clifton",clifton_spears@dekalbschoolsga.org,678.874.4002,678.874.4010,-84.294834,33.676117,2019,2018-19,644,DeKalb County,172,Cedar Grove High School,High School,1120,18,70,11,6,51,27,9,7
-84.31193719,33.94639748,647,6440173,PK-05,1877 Vanderlyn Dr,Dunwoody,GA,30338-4334,1877 Vanderlyn Dr,Dunwoody,30338-4334,"Crenshaw, Tracey",tracey_a_crenshaw@dekalbschoolsga.org,678.874.9002,678.874.9010,-84.311933,33.946391,2019,2018-19,644,DeKalb County,173,Vanderlyn Elementary School,Elementary School,646,20,47,12,4,60,17,15,4
-84.3357882,33.95957548,648,6440175,PK-05,5435 Roberts Dr,Dunwoody,GA,30338-3328,5435 Roberts Dr,Dunwoody,30338-3328,"Culbreath, Ann",ann_m_culbreath@dekalbschoolsga.org,678.874.8102,678.874.8110,-84.335784,33.959569,2019,2018-19,644,DeKalb County,175,Austin Elementary School,Elementary School,668,14,44,14,0,43,32,23,2
-84.17820414,33.75856144,649,6440176,12-Sep,5247 Redan Rd,Stone Mountain,GA,30088-2803,5247 Redan Rd,Stone Mountain,30088-2803,"Boger, Janice",Janice_L_Boger@dekalbschoolsga.org,678.676.3602,678.676.3610,-84.1782,33.758555,2019,2018-19,644,DeKalb County,176,Redan High School,High School,1002,29,62,11,5,55,24,13,3
-84.17946014,33.76961545,650,6440181,PK-05,919 Martin Rd,Stone Mountain,GA,30088-2110,919 Martin Rd,Stone Mountain,30088-2110,"Bryant, Mark",Mark_E_Bryant@dekalbschoolsga.org,678.676.3302,678.676.3310,-84.179456,33.769609,2019,2018-19,644,DeKalb County,181,Eldridge L. Miller Elementary School,Elementary School,535,32,41,14,10,42,17,20,12
-84.16923114,33.72886244,651,6440188,PK-05,2170 Panola Way Ct,Lithonia,GA,30058-5525,2170 Panola Way Ct,Lithonia,30058-5525,"Stegall, Corey",Corey_Stegall@dekalbschoolsga.org,678.676.9302,678.676.9310,-84.169227,33.728856,2019,2018-19,644,DeKalb County,188,Panola Way Elementary School,Elementary School,800,41,60,15,5,35,28,22,10
-84.29689319,33.93100348,652,6440189,8-Jun,4664 N Peachtree Rd,Atlanta,GA,30338-5811,4664 N Peachtree Rd,Atlanta,30338-5811,"Davis, Donnie R.",donnie_davis@dekalbschoolsga.org,678.676.7702,678.676.7710,-84.296889,33.930997,2019,2018-19,644,DeKalb County,189,Peachtree Middle School,Middle School,1611,11,109,12,8,45,26,19,2
-84.12037513,33.77327445,653,6440190,PK-05,750 Pine Ridge Dr,Stone Mountain,GA,30087-4630,750 Pine Ridge Dr,Stone Mountain,30087-4630,"Maclin, Annette",annette_e_maclin@dekalbschoolsga.org,678.676.3402,678.676.3410,-84.120371,33.773268,2019,2018-19,644,DeKalb County,190,Pine Ridge Elementary School,Elementary School,510,36,46,10,17,41,24,17,0
-84.18914114,33.67687943,654,6440191,PK-05,4863 Browns Mill Rd,Lithonia,GA,30038-2606,4863 Browns Mill Rd,Lithonia,30038-2606,"Brown, Tiffany",tiffany_n_brown@dekalbschoolsga.org,678.676.8302,678.676.8310,-84.189137,33.676873,2019,2018-19,644,DeKalb County,191,Browns Mill Elementary School,Elementary School,539,31,41,13,2,39,34,22,2
-84.21625015,33.67968243,655,6440193,8-Jun,3535 Dogwood Farm Rd,Decatur,GA,30034-6405,3535 Dogwood Farm Rd,Decatur,30034-6405,"Alexander, Michael",michael_alexander@dekalbschoolsga.org,678.676.8502,678.676.8510,-84.216246,33.679676,2019,2018-19,644,DeKalb County,193,Chapel Hill Middle School,Middle School,837,24,57,16,4,40,16,32,9
-84.15230813,33.73060144,656,6440197,PK-05,5776 Marbut Rd,Lithonia,GA,30058-8351,5776 Marbut Rd,Lithonia,30058-8351,"Mountain, Andre", ,678.676.8802,678.676.8810,-84.152304,33.730595,2019,2018-19,644,DeKalb County,197,Marbut Elementary School,Elementary School,659,5,44,10,2,55,36,7,0
-84.29586517,33.68723543,657,6440200,8-Jun,2300 Wildcat Rd,Decatur,GA,30034-3735,2300 Wildcat Rd,Decatur,30034-3735,"Coston-Scott, Marcia",marcia_coston-scott@dekalbschoolsga.org,678.874.4202,678.874.4210,-84.295861,33.687229,2019,2018-19,644,DeKalb County,200,Cedar Grove Middle School,Middle School,796,21,60,11,12,45,22,18,3
